832,"Se di saper ch'i' sia ti cal cotanto,","che tu abbi però la ripa corsa,",sappi ch'i' fui vestito del gran manto; ,11,11,11
833,"e veramente fui figliuol de l'orsa,","cupido sì per avanzar li orsatti,",che sù l'avere e qui me misi in borsa. ,11,11,11
834,Di sotto al capo mio son li altri tratti,"che precedetter me simoneggiando,",per le fessure de la pietra piatti. ,11,11,11
835,Là giù cascherò io altresì quando,"verrà colui ch'i' credea che tu fossi,",allor ch'i' feci 'l sùbito dimando. ,11,11,11
836,Ma più è 'l tempo già che i piè mi cossi,"e ch'i' son stato così sottosopra,",ch'el non starà piantato coi piè rossi: ,11,11,11
837,"chè dopo lui verrà di più laida opra,","di ver' ponente, un pastor sanza legge,",tal che convien che lui e me ricuopra. ,11,11,11
838,"Nuovo Iasòn sarà, di cui si legge",ne' Maccabei; e come a quel fu molle,"suo re, così fia lui chi Francia regge"". ",11,11,11
839,"Io non so s'i' mi fui qui troppo folle,",ch'i' pur rispuosi lui a questo metro:,"""Deh, or mi dì: quanto tesoro volle ",11,11,11
840,Nostro Segnore in prima da san Pietro,ch'ei ponesse le chiavi in sua balìa?,"Certo non chiese se non ""Viemmi retro"". ",11,11,11
841,Nè Pier nè li altri tolsero a Matia,"oro od argento, quando fu sortito",al loco che perdè l'anima ria. ,11,11,11
842,"Però ti sta, chè tu se' ben punito;",e guarda ben la mal tolta moneta,ch'esser ti fece contra Carlo ardito. ,11,11,11
843,E se non fosse ch'ancor lo mi vieta,la reverenza de le somme chiavi,"che tu tenesti ne la vita lieta, ",11,11,11
844,io userei parole ancor più gravi;,"chè la vostra avarizia il mondo attrista,",calcando i buoni e sollevando i pravi. ,11,11,11
845,"Di voi pastor s'accorse il Vangelista,",quando colei che siede sopra l'acque,puttaneggiar coi regi a lui fu vista; ,11,11,11
846,"quella che con le sette teste nacque,","e da le diece corna ebbe argomento,",fin che virtute al suo marito piacque. ,11,11,11
847,Fatto v'avete dio d'oro e d'argento;,"e che altro è da voi a l'idolatre,","se non ch'elli uno, e voi ne orate cento? ",11,11,11
848,"Ahi, Costantin, di quanto mal fu matre,","non la tua conversion, ma quella dote","che da te prese il primo ricco patre!"". ",11,11,11
849,"E mentr'io li cantava cotai note,","o ira o coscienza che 'l mordesse,",forte spingava con ambo le piote. ,11,11,11
850,"I' credo ben ch'al mio duca piacesse,",con sì contenta labbia sempre attese,lo suon de le parole vere espresse. ,11,11,11
851,Però con ambo le braccia mi prese;,"e poi che tutto su mi s'ebbe al petto,",rimontò per la via onde discese. ,11,11,11
852,"Nè si stancò d'avermi a sè distretto,",sì men portò sovra 'l colmo de l'arco,che dal quarto al quinto argine è tragetto. ,11,11,11
853,"Quivi soavemente spuose il carco,",soave per lo scoglio sconcio ed erto,che sarebbe a le capre duro varco. ,11,11,11
854,Indi un altro vallon mi fu scoperto.,Di nova pena mi conven far versi,e dar matera al ventesimo canto,11,11,11
855,"de la prima canzon, ch'è d'i sommersi.",Io era già disposto tutto quanto,"a riguardar ne lo scoperto fondo,",11,11,11
856,che si bagnava d'angoscioso pianto; ,e vidi gente per lo vallon tondo,"venir, tacendo e lagrimando, al passo",11,11,11
857,che fanno le letane in questo mondo. ,"Come 'l viso mi scese in lor più basso,",mirabilmente apparve esser travolto,11,11,11
858,"ciascun tra 'l mento e 'l principio del casso, ","chè da le reni era tornato 'l volto,","e in dietro venir li convenia,",11,11,11
859,perchè 'l veder dinanzi era lor tolto. ,Forse per forza già di parlasia,si travolse così alcun del tutto;,11,11,11
860,"ma io nol vidi, nè credo che sia. ","Se Dio ti lasci, lettor, prender frutto","di tua lezione, or pensa per te stesso",11,11,11
861,"com'io potea tener lo viso asciutto, ",quando la nostra imagine di presso,"vidi sì torta, che 'l pianto de li occhi",11,11,11
862,le natiche bagnava per lo fesso. ,"Certo io piangea, poggiato a un de' rocchi","del duro scoglio, sì che la mia scorta",11,11,11
863,"mi disse: ""Ancor se' tu de li altri sciocchi? ",Qui vive la pietà quand'è ben morta;,chi è più scellerato che colui,11,11,11
864,che al giudicio divin passion comporta? ,"Drizza la testa, drizza, e vedi a cui",s'aperse a li occhi d'i Teban la terra;,11,11,11
865,"per ch'ei gridavan tutti: ""Dove rui, ","Anfiarao? perchè lasci la guerra?"".",E non restò di ruinare a valle,11,11,11
866,fino a Minòs che ciascheduno afferra. ,Mira c'ha fatto petto de le spalle;,"perchè volse veder troppo davante,",11,11,11
867,di retro guarda e fa retroso calle. ,"Vedi Tiresia, che mutò sembiante","quando di maschio femmina divenne,",11,11,11
868,cangiandosi le membra tutte quante; ,"e prima, poi, ribatter li convenne","li duo serpenti avvolti, con la verga,",11,11,11
869,che riavesse le maschili penne. ,"Aronta è quel ch'al ventre li s'atterga,","che ne' monti di Luni, dove ronca",11,11,11
870,"lo Carrarese che di sotto alberga, ",ebbe tra ' bianchi marmi la spelonca,per sua dimora; onde a guardar le stelle,11,11,11
871,e 'l mar non li era la veduta tronca. ,"E quella che ricuopre le mammelle,","che tu non vedi, con le trecce sciolte,",11,11,11
872,"e ha di là ogne pilosa pelle, ","Manto fu, che cercò per terre molte;",poscia si puose là dove nacqu' io;,11,11,11
873,onde un poco mi piace che m'ascolte. ,Poscia che 'l padre suo di vita uscìo,"e venne serva la città di Baco,",11,11,11
874,questa gran tempo per lo mondo gio. ,"Suso in Italia bella giace un laco,",a piè de l'Alpe che serra Lamagna,11,11,11
875,"sovra Tiralli, c' ha nome Benaco. ","Per mille fonti, credo, e più si bagna",tra Garda e Val Camonica e Pennino,11,11,11
876,de l'acqua che nel detto laco stagna. ,Loco è nel mezzo là dove 'l trentino,pastore e quel di Brescia e 'l veronese,11,11,11
877,"segnar poria, s'e' fesse quel cammino. ","Siede Peschiera, bello e forte arnese","da fronteggiar Bresciani e Bergamaschi,",11,11,11
878,ove la riva 'ntorno più discese. ,Ivi convien che tutto quanto caschi,"ciò che 'n grembo a Benaco star non può,",11,11,11
879,e fassi fiume giù per verdi paschi. ,"Tosto che l'acqua a correr mette co,","non più Benaco, ma Mencio si chiama",11,11,11
880,"fino a Governol, dove cade in Po. ","Non molto ha corso, ch'el trova una lama,",ne la qual si distende e la 'mpaluda;,11,11,11
881,e suol di state talor esser grama. ,Quindi passando la vergine cruda,"vide terra, nel mezzo del pantano,",11,11,11
882,sanza coltura e d'abitanti nuda. ,"Lì, per fuggire ogne consorzio umano,","ristette con suoi servi a far sue arti,",11,11,11
883,"e visse, e vi lasciò suo corpo vano. ",Li uomini poi che 'ntorno erano sparti,"s'accolsero a quel loco, ch'era forte",11,11,11
884,per lo pantan ch'avea da tutte parti. ,Fer la città sovra quell'ossa morte;,"e per colei che 'l loco prima elesse,",11,11,11
885,Mantua l'appellar sanz'altra sorte. ,"Già fuor le genti sue dentro più spesse,",prima che la mattia da Casalodi,11,11,11
886,da Pinamonte inganno ricevesse. ,"Però t'assenno che, se tu mai odi","originar la mia terra altrimenti,",11,11,11
887,"la verità nulla menzogna frodi"". ","E io: ""Maestro, i tuoi ragionamenti","mi son sì certi e prendon sì mia fede,",11,11,11
888,che li altri mi sarien carboni spenti. ,"Ma dimmi, de la gente che procede,",se tu ne vedi alcun degno di nota;,11,11,11
889,"chè solo a ciò la mia mente rifiede"". ","Allor mi disse: ""Quel che da la gota","porge la barba in su le spalle brune,",11,11,11
890,"fu - quando Grecia fu di maschi vòta, ",sì ch'a pena rimaser per le cune -,"augure, e diede 'l punto con Calcanta",11,11,11
891,in Aulide a tagliar la prima fune. ,"Euripilo ebbe nome, e così 'l canta",l'alta mia tragedìa in alcun loco:,11,11,11
892,ben lo sai tu che la sai tutta quanta. ,"Quell'altro che ne' fianchi è così poco,","Michele Scotto fu, che veramente",11,11,11
893,de le magiche frode seppe 'l gioco. ,"Vedi Guido Bonatti; vedi Asdente,",ch'avere inteso al cuoio e a lo spago,11,11,11
894,"ora vorrebbe, ma tardi si pente. ","Vedi le triste che lasciaron l'ago,","la spuola e 'l fuso, e fecersi 'ndivine;",11,11,11
895,fecer malie con erbe e con imago. ,"Ma vienne omai, chè già tiene 'l confine",d'amendue li emisperi e tocca l'onda,11,11,11
896,sotto Sobilia Caino e le spine; ,e già iernotte fu la luna tonda:,"ben ten de' ricordar, chè non ti nocque",11,11,11
897,"alcuna volta per la selva fonda"". ","Sì mi parlava, e andavamo introcque.","Così di ponte in ponte, altro parlando",11,11,11
898,"che la mia comedìa cantar non cura,","venimmo; e tenavamo 'l colmo, quando",restammo per veder l'altra fessura,11,11,11
899,di Malebolge e li altri pianti vani;,e vidila mirabilmente oscura. ,Quale ne l'arzanà de' Viniziani,11,11,11
900,bolle l'inverno la tenace pece,"a rimpalmare i legni lor non sani, ",chè navicar non ponno - in quella vece,11,11,11
901,chi fa suo legno novo e chi ristoppa,le coste a quel che più viaggi fece; ,chi ribatte da proda e chi da poppa;,11,11,11
902,altri fa remi e altri volge sarte;,chi terzeruolo e artimon rintoppa -: ,"tal, non per foco ma per divin'arte,",11,11,11
903,"bollia là giuso una pegola spessa,",che 'nviscava la ripa d'ogne parte. ,"I' vedea lei, ma non vedèa in essa",11,11,11
904,"mai che le bolle che 'l bollor levava,","e gonfiar tutta, e riseder compressa. ","Mentr'io là giù fisamente mirava,",11,11,11
905,"lo duca mio, dicendo ""Guarda, guarda!"",",mi trasse a sè del loco dov'io stava. ,Allor mi volsi come l'uom cui tarda,11,11,11
906,di veder quel che li convien fuggire,"e cui paura sùbita sgagliarda, ","che, per veder, non indugia 'l partire:",11,11,11
907,e vidi dietro a noi un diavol nero,correndo su per lo scoglio venire. ,Ahi quant'elli era ne l'aspetto fero!,11,11,11
908,"e quanto mi parea ne l'atto acerbo,",con l'ali aperte e sovra i piè leggero! ,"L'omero suo, ch'era aguto e superbo,",11,11,11
909,"carcava un peccator con ambo l'anche,",e quei tenea de' piè ghermito 'l nerbo. ,"Del nostro ponte disse: ""O Malebranche,",11,11,11
910,ecco un de li anzian di Santa Zita!,"Mettetel sotto, ch'i' torno per anche ","a quella terra, che n'è ben fornita:",11,11,11
911,"ogn'uom v'è barattier, fuor che Bonturo;","del no, per li denar, vi si fa ita"". ","Là giù 'l buttò, e per lo scoglio duro",11,11,11
912,si volse; e mai non fu mastino sciolto,con tanta fretta a seguitar lo furo. ,"Quel s'attuffò, e tornò sù convolto;",11,11,11
913,"ma i demon che del ponte avean coperchio,","gridar: ""Qui non ha loco il Santo Volto! ",qui si nuota altrimenti che nel Serchio!,11,11,11
914,"Però, se tu non vuo' di nostri graffi,","non far sopra la pegola soverchio"". ","Poi l'addentar con più di cento raffi,",11,11,11
915,"disser: ""Coverto convien che qui balli,","sì che, se puoi, nascosamente accaffi"". ",Non altrimenti i cuoci a' lor vassalli,11,11,11
916,fanno attuffare in mezzo la caldaia,"la carne con li uncin, perchè non galli. ","Lo buon maestro ""Acciò che non si paia",11,11,11
917,"che tu ci sia"", mi disse, ""giù t'acquatta","dopo uno scheggio, ch'alcun schermo t'aia; ","e per nulla offension che mi sia fatta,",11,11,11
918,"non temer tu, ch'i' ho le cose conte,","perch'altra volta fui a tal baratta"". ",Poscia passò di là dal co del ponte;,11,11,11
919,"e com'el giunse in su la ripa sesta,",mestier li fu d'aver sicura fronte. ,Con quel furore e con quella tempesta,11,11,11
920,ch'escono i cani a dosso al poverello,"che di sùbito chiede ove s'arresta, ","usciron quei di sotto al ponticello,",11,11,11
921,e volser contra lui tutt'i runcigli;,"ma el gridò: ""Nessun di voi sia fello! ","Innanzi che l'uncin vostro mi pigli,",11,11,11
922,"traggasi avante l'un di voi che m'oda,","e poi d'arruncigliarmi si consigli"". ","Tutti gridaron: ""Vada Malacoda!"";",11,11,11
923,per ch'un si mosse - e li altri stetter fermi -,"e venne a lui dicendo: ""Che li approda?"". ","""Credi tu, Malacoda, qui vedermi",11,11,11
924,"esser venuto"", disse 'l mio maestro,","""sicuro già da tutti vostri schermi, ",sanza voler divino e fato destro?,11,11,11
925,"Lascian'andar, chè nel cielo è voluto","ch'i' mostri altrui questo cammin silvestro"". ","Allor li fu l'orgoglio sì caduto,",11,11,11
926,"ch'e' si lasciò cascar l'uncino a' piedi,","e disse a li altri: ""Omai non sia feruto"". ","E 'l duca mio a me: ""O tu che siedi",11,11,11
927,"tra li scheggion del ponte quatto quatto,","sicuramente omai a me ti riedi"". ",Per ch'io mi mossi e a lui venni ratto;,11,11,11
928,"e i diavoli si fecer tutti avanti,",sì ch'io temetti ch'ei tenesser patto; ,così vid'io già temer li fanti,11,11,11
929,"ch'uscivan patteggiati di Caprona,",veggendo sè tra nemici cotanti. ,I' m'accostai con tutta la persona,11,11,11
930,"lungo 'l mio duca, e non torceva li occhi",da la sembianza lor ch'era non buona. ,"Ei chinavan li raffi e ""Vuo' che 'l tocchi"",",11,11,11
931,"diceva l'un con l'altro, ""in sul groppone?"".","E rispondien: ""Sì, fa che gliel'accocchi"". ",Ma quel demonio che tenea sermone,11,11,11
932,"col duca mio, si volse tutto presto","e disse: ""Posa, posa, Scarmiglione!"". ","Poi disse a noi: ""Più oltre andar per questo",11,11,11
933,"iscoglio non si può, però che giace",tutto spezzato al fondo l'arco sesto. ,"E se l'andare avante pur vi piace,",11,11,11
934,andatevene su per questa grotta;,presso è un altro scoglio che via face. ,"Ier, più oltre cinqu' ore che quest'otta,",11,11,11
935,mille dugento con sessanta sei,anni compiè che qui la via fu rotta. ,Io mando verso là di questi miei,11,11,11
936,a riguardar s'alcun se ne sciorina;,"gite con lor, che non saranno rei"". ","""Tra' ti avante, Alichino, e Calcabrina"",",11,11,11
937,"cominciò elli a dire, ""e tu, Cagnazzo;",e Barbariccia guidi la decina. ,"Libicocco vegn'oltre e Draghignazzo,",11,11,11
938,Ciriatto sannuto e Graffiacane,e Farfarello e Rubicante pazzo. ,Cercate 'ntorno le boglienti pane;,11,11,11
939,costor sian salvi infino a l'altro scheggio,"che tutto intero va sovra le tane"". ","""Omè, maestro, che è quel ch'i' veggio?"",",11,11,11
940,"diss'io, ""deh, sanza scorta andianci soli,",se tu sa' ir; ch'i' per me non la cheggio. ,"Se tu se' sì accorto come suoli,",11,11,11
941,non vedi tu ch'e' digrignan li denti,"e con le ciglia ne minaccian duoli?"". ","Ed elli a me: ""Non vo' che tu paventi;",11,11,11
942,"lasciali digrignar pur a lor senno,","ch'e' fanno ciò per li lessi dolenti"". ",Per l'argine sinistro volta dienno;,11,11,11
943,ma prima avea ciascun la lingua stretta,"coi denti, verso lor duca, per cenno; ",ed elli avea del cul fatto trombetta.,11,11,11
944,"Io vidi già cavalier muover campo,","e cominciare stormo e far lor mostra,",e talvolta partir per loro scampo;,11,11,11
945,"corridor vidi per la terra vostra,","o Aretini, e vidi gir gualdane,",fedir torneamenti e correr giostra; ,11,11,11
946,"quando con trombe, e quando con campane,","con tamburi e con cenni di castella,",e con cose nostrali e con istrane; ,11,11,11
947,nè già con sì diversa cennamella,"cavalier vidi muover nè pedoni,",nè nave a segno di terra o di stella. ,11,11,11
948,Noi andavam con li diece demoni.,Ahi fiera compagnia! ma ne la chiesa,"coi santi, e in taverna coi ghiottoni. ",11,11,11
949,"Pur a la pegola era la mia 'ntesa,",per veder de la bolgia ogne contegno,e de la gente ch'entro v'era incesa. ,11,11,11
950,"Come i dalfini, quando fanno segno",a' marinar con l'arco de la schiena,"che s'argomentin di campar lor legno, ",11,11,11
951,"talor così, ad alleggiar la pena,",mostrav'alcun de' peccatori 'l dosso,e nascondea in men che non balena. ,11,11,11
952,E come a l'orlo de l'acqua d'un fosso,"stanno i ranocchi pur col muso fuori,","sì che celano i piedi e l'altro grosso, ",11,11,11
953,sì stavan d'ogne parte i peccatori;,"ma come s'appressava Barbariccia,",così si ritraèn sotto i bollori. ,11,11,11
954,"I' vidi, e anco il cor me n'accapriccia,","uno aspettar così, com'elli 'ncontra",ch'una rana rimane e l'altra spiccia; ,11,11,11
955,"e Graffiacan, che li era più di contra,",li arruncigliò le 'mpegolate chiome,"e trassel sù, che mi parve una lontra. ",11,11,11
956,"I' sapea già di tutti quanti 'l nome,","sì li notai quando fuorono eletti,","e poi ch'e' si chiamaro, attesi come. ",11,11,11
957,"""O Rubicante, fa che tu li metti","li unghioni a dosso, sì che tu lo scuoi!"",",gridavan tutti insieme i maladetti. ,11,11,11
958,"E io: ""Maestro mio, fa, se tu puoi,",che tu sappi chi è lo sciagurato,"venuto a man de li avversari suoi"". ",11,11,11
959,Lo duca mio li s'accostò allato;,"domandollo ond'ei fosse, e quei rispuose:","""I' fui del regno di Navarra nato. ",11,11,11
960,"Mia madre a servo d'un segnor mi puose,","che m'avea generato d'un ribaldo,",distruggitor di sè e di sue cose. ,11,11,11
961,Poi fui famiglia del buon re Tebaldo;,"quivi mi misi a far baratteria,","di ch'io rendo ragione in questo caldo"". ",11,11,11
962,"E Ciriatto, a cui di bocca uscia","d'ogne parte una sanna come a porco,",li fè sentir come l'una sdruscia. ,11,11,11
963,Tra male gatte era venuto 'l sorco;,ma Barbariccia il chiuse con le braccia,"e disse: ""State in là, mentr'io lo 'nforco"". ",11,11,11
964,E al maestro mio volse la faccia;,"""Domanda"", disse, ""ancor, se più disii","saper da lui, prima ch'altri 'l disfaccia"". ",11,11,11
965,"Lo duca dunque: ""Or dì: de li altri rii",conosci tu alcun che sia latino,"sotto la pece?"". E quelli: ""I' mi partii, ",11,11,11
966,"poco è, da un che fu di là vicino.","Così foss'io ancor con lui coperto,","ch'i' non temerei unghia nè uncino!"". ",11,11,11
967,"E Libicocco ""Troppo avem sofferto"",","disse; e preseli 'l braccio col runciglio,","sì che, stracciando, ne portò un lacerto. ",11,11,11
968,Draghignazzo anco i volle dar di piglio,giuso a le gambe; onde 'l decurio loro,si volse intorno intorno con mal piglio. ,11,11,11
969,"Quand'elli un poco rappaciati fuoro,","a lui, ch'ancor mirava sua ferita,",domandò 'l duca mio sanza dimoro: ,11,11,11
970,"""Chi fu colui da cui mala partita","di' che facesti per venire a proda?"".","Ed ei rispuose: ""Fu frate Gomita, ",11,11,11
971,"quel di Gallura, vasel d'ogne froda,","ch'ebbe i nemici di suo donno in mano,","e fè sì lor, che ciascun se ne loda. ",11,11,11
972,"Danar si tolse e lasciolli di piano,",sì com'e' dice; e ne li altri offici anche,"barattier fu non picciol, ma sovrano. ",11,11,11
973,Usa con esso donno Michel Zanche,di Logodoro; e a dir di Sardigna,le lingue lor non si sentono stanche. ,11,11,11
974,"Omè, vedete l'altro che digrigna;","i' direi anche, ma i' temo ch'ello","non s'apparecchi a grattarmi la tigna"". ",11,11,11
975,"E 'l gran proposto, vòlto a Farfarello","che stralunava li occhi per fedire,","disse: ""Fatti 'n costà, malvagio uccello!"". ",11,11,11
976,"""Se voi volete vedere o udire"",","ricominciò lo spaurato appresso,","""Toschi o Lombardi, io ne farò venire; ",11,11,11
977,"ma stieno i Malebranche un poco in cesso,",sì ch'ei non teman de le lor vendette;,"e io, seggendo in questo loco stesso, ",11,11,11
978,"per un ch'io son, ne farò venir sette","quand'io suffolerò, com'è nostro uso","di fare allor che fori alcun si mette"". ",11,11,11
979,"Cagnazzo a cotal motto levò 'l muso,","crollando 'l capo, e disse: ""Odi malizia","ch'elli ha pensata per gittarsi giuso!"". ",11,11,11
980,"Ond'ei, ch'avea lacciuoli a gran divizia,","rispuose: ""Malizioso son io troppo,","quand'io procuro a' mia maggior trestizia"". ",11,11,11
981,"Alichin non si tenne e, di rintoppo","a li altri, disse a lui: ""Se tu ti cali,","io non ti verrò dietro di gualoppo, ",11,11,11
982,ma batterò sovra la pece l'ali.,"Lascisi 'l collo, e sia la ripa scudo,","a veder se tu sol più di noi vali"". ",11,11,11
983,"O tu che leggi, udirai nuovo ludo:","ciascun da l'altra costa li occhi volse,","quel prima, ch'a ciò fare era più crudo. ",11,11,11
984,Lo Navarrese ben suo tempo colse;,"fermò le piante a terra, e in un punto",saltò e dal proposto lor si sciolse. ,11,11,11
985,"Di che ciascun di colpa fu compunto,",ma quei più che cagion fu del difetto;,"però si mosse e gridò: ""Tu se' giunto!"". ",11,11,11
986,Ma poco i valse: chè l'ali al sospetto,"non potero avanzar; quelli andò sotto,",e quei drizzò volando suso il petto: ,11,11,11
987,"non altrimenti l'anitra di botto,","quando 'l falcon s'appressa, giù s'attuffa,",ed ei ritorna sù crucciato e rotto. ,11,11,11
988,"Irato Calcabrina de la buffa,","volando dietro li tenne, invaghito",che quei campasse per aver la zuffa; ,11,11,11
989,"e come 'l barattier fu disparito,","così volse li artigli al suo compagno,",e fu con lui sopra 'l fosso ghermito. ,11,11,11
990,Ma l'altro fu bene sparvier grifagno,"ad artigliar ben lui, e amendue",cadder nel mezzo del bogliente stagno. ,11,11,11
991,Lo caldo sghermitor sùbito fue;,"ma però di levarsi era neente,",sì avieno inviscate l'ali sue. ,11,11,11
992,"Barbariccia, con li altri suoi dolente,",quattro ne fè volar da l'altra costa,"con tutt'i raffi, e assai prestamente ",11,11,11
993,"di qua, di là discesero a la posta;","porser li uncini verso li 'mpaniati,",ch'eran già cotti dentro da la crosta. ,11,11,11
994,E noi lasciammo lor così 'mpacciati.,"Taciti, soli, sanza compagnia","n'andavam l'un dinanzi e l'altro dopo,",11,11,11
995,come frati minor vanno per via.,Vòlt'era in su la favola d'Isopo,"lo mio pensier per la presente rissa,",11,11,11
996,dov'el parlò de la rana e del topo; ,chè più non si pareggia 'mo' e 'issa',"che l'un con l'altro fa, se ben s'accoppia",11,11,11
997,principio e fine con la mente fissa. ,"E come l'un pensier de l'altro scoppia,","così nacque di quello un altro poi,",11,11,11
998,che la prima paura mi fè doppia. ,Io pensava così: 'Questi per noi,sono scherniti con danno e con beffa,11,11,11
999,"sì fatta, ch'assai credo che lor nòi. ","Se l'ira sovra 'l mal voler s'aggueffa,",ei ne verranno dietro più crudeli,11,11,11
1000,che 'l cane a quella lievre ch'elli acceffa'. ,Già mi sentia tutti arricciar li peli,"de la paura e stava in dietro intento,",11,11,11
1001,"quand'io dissi: ""Maestro, se non celi ","te e me tostamente, i' ho pavento",d'i Malebranche. Noi li avem già dietro;,11,11,11
1002,"io li 'magino sì, che già li sento"". ","E quei: ""S'i' fossi di piombato vetro,",l'imagine di fuor tua non trarrei,11,11,11
1003,"più tosto a me, che quella dentro 'mpetro. ","Pur mo venieno i tuo' pensier tra ' miei,","con simile atto e con simile faccia,",11,11,11
1004,sì che d'intrambi un sol consiglio fei. ,"S'elli è che sì la destra costa giaccia,","che noi possiam ne l'altra bolgia scendere,",11,11,11
1005,"noi fuggirem l'imaginata caccia"". ","Già non compiè di tal consiglio rendere,",ch'io li vidi venir con l'ali tese,11,11,11
1006,"non molto lungi, per volerne prendere. ","Lo duca mio di sùbito mi prese,",come la madre ch'al romore è desta,11,11,11
1007,"e vede presso a sè le fiamme accese, ","che prende il figlio e fugge e non s'arresta,","avendo più di lui che di sè cura,",11,11,11
1008,tanto che solo una camiscia vesta; ,e giù dal collo de la ripa dura,"supin si diede a la pendente roccia,",11,11,11
1009,che l'un de' lati a l'altra bolgia tura. ,Non corse mai sì tosto acqua per doccia,"a volger ruota di molin terragno,",11,11,11
1010,"quand'ella più verso le pale approccia, ","come 'l maestro mio per quel vivagno,","portandosene me sovra 'l suo petto,",11,11,11
1011,"come suo figlio, non come compagno. ",A pena fuoro i piè suoi giunti al letto,"del fondo giù, ch'e' furon in sul colle",11,11,11
1012,sovresso noi; ma non lì era sospetto: ,chè l'alta provedenza che lor volle,"porre ministri de la fossa quinta,",11,11,11
1013,poder di partirs'indi a tutti tolle. ,Là giù trovammo una gente dipinta,"che giva intorno assai con lenti passi,",11,11,11
1014,piangendo e nel sembiante stanca e vinta. ,Elli avean cappe con cappucci bassi,"dinanzi a li occhi, fatte de la taglia",11,11,11
1015,che in Clugnì per li monaci fassi. ,"Di fuor dorate son, sì ch'elli abbaglia;","ma dentro tutte piombo, e gravi tanto,",11,11,11
1016,che Federigo le mettea di paglia. ,Oh in etterno faticoso manto!,Noi ci volgemmo ancor pur a man manca,11,11,11
1017,"con loro insieme, intenti al tristo pianto; ",ma per lo peso quella gente stanca,"venìa sì pian, che noi eravam nuovi",11,11,11
1018,di compagnia ad ogne mover d'anca. ,"Per ch'io al duca mio: ""Fa che tu trovi","alcun ch'al fatto o al nome si conosca,",11,11,11
1019,"e li occhi, sì andando, intorno movi"". ","E un che 'ntese la parola tosca,","di retro a noi gridò: ""Tenete i piedi,",11,11,11
1020,voi che correte sì per l'aura fosca! ,"Forse ch'avrai da me quel che tu chiedi"".","Onde 'l duca si volse e disse: ""Aspetta,",11,11,11
1021,"e poi secondo il suo passo procedi"". ","Ristetti, e vidi due mostrar gran fretta","de l'animo, col viso, d'esser meco;",11,11,11
1022,ma tardavali 'l carco e la via stretta. ,"Quando fuor giunti, assai con l'occhio bieco",mi rimiraron sanza far parola;,11,11,11
1023,"poi si volsero in sè, e dicean seco: ","""Costui par vivo a l'atto de la gola;","e s'e' son morti, per qual privilegio",11,11,11
1024,"vanno scoperti de la grave stola?"". ","Poi disser me: ""O Tosco, ch'al collegio","de l'ipocriti tristi se' venuto,",11,11,11
1025,"dir chi tu se' non avere in dispregio"". ","E io a loro: ""I' fui nato e cresciuto","sovra 'l bel fiume d'Arno a la gran villa,",11,11,11
1026,e son col corpo ch'i' ho sempre avuto. ,"Ma voi chi siete, a cui tanto distilla",quant'i' veggio dolor giù per le guance?,11,11,11
1027,"e che pena è in voi che sì sfavilla?"". ","E l'un rispuose a me: ""Le cappe rance","son di piombo sì grosse, che li pesi",11,11,11
1028,fan così cigolar le lor bilance. ,"Frati godenti fummo, e bolognesi;",io Catalano e questi Loderingo,11,11,11
1029,"nomati, e da tua terra insieme presi ","come suole esser tolto un uom solingo,","per conservar sua pace; e fummo tali,",11,11,11
1030,"ch'ancor si pare intorno dal Gardingo"". ","Io cominciai: ""O frati, i vostri mali..."";","ma più non dissi, ch'a l'occhio mi corse",11,11,11
1031,"un, crucifisso in terra con tre pali. ","Quando mi vide, tutto si distorse,",soffiando ne la barba con sospiri;,11,11,11
1032,"e 'l frate Catalan, ch'a ciò s'accorse, ","mi disse: ""Quel confitto che tu miri,",consigliò i Farisei che convenia,11,11,11
1033,porre un uom per lo popolo a' martìri. ,"Attraversato è, nudo, ne la via,","come tu vedi, ed è mestier ch'el senta",11,11,11
1034,"qualunque passa, come pesa, pria. ",E a tal modo il socero si stenta,"in questa fossa, e li altri dal concilio",11,11,11
1035,"che fu per li Giudei mala sementa"". ",Allor vid'io maravigliar Virgilio,sovra colui ch'era disteso in croce,11,11,11
1036,tanto vilmente ne l'etterno essilio. ,Poscia drizzò al frate cotal voce:,"""Non vi dispiaccia, se vi lece, dirci",11,11,11
1037,s'a la man destra giace alcuna foce ,"onde noi amendue possiamo uscirci,",sanza costrigner de li angeli neri,11,11,11
1038,"che vegnan d'esto fondo a dipartirci"". ","Rispuose adunque: ""Più che tu non speri",s'appressa un sasso che da la gran cerchia,11,11,11
1039,"si move e varca tutt'i vallon feri, ",salvo che 'n questo è rotto e nol coperchia;,"montar potrete su per la ruina,",11,11,11
1040,"che giace in costa e nel fondo soperchia"". ",Lo duca stette un poco a testa china;,"poi disse: ""Mal contava la bisogna",11,11,11
1041,"colui che i peccator di qua uncina"". ","E 'l frate: ""Io udi' già dire a Bologna","del diavol vizi assai, tra ' quali udi'",11,11,11
1042,"ch'elli è bugiardo e padre di menzogna"". ","Appresso il duca a gran passi sen gì,",turbato un poco d'ira nel sembiante;,11,11,11
1043,ond'io da li 'ncarcati mi parti' ,dietro a le poste de le care piante.,In quella parte del giovanetto anno,11,11,11
1044,che 'l sole i crin sotto l'Aquario tempra,"e già le notti al mezzo dì sen vanno,",quando la brina in su la terra assempra,11,11,11
1045,"l'imagine di sua sorella bianca,","ma poco dura a la sua penna tempra, ","lo villanello a cui la roba manca,",11,11,11
